Advisor_ID,Name,Title,Category,Audience,Colleges,Accreditations,Fun_Fact,Specialty,Assigned_Branch_ID,Metadata_Tags,Biography
ADV_102,Nora Chesterfield,Wealth Partner,Advisor,All,Creighton University,CFA,I am an expert at competitive bridge.,Private Wealth,LOC_NE_02,"Creighton, Omaha","Mark Oldman is a CFA charterholder and a dedicated financial advisor specializing in private wealth management. With a strong foundation in finance from Creighton University, Mark is committed to helping individuals and families achieve their long-term financial goals. He provides tailored strategies encompassing investment management, retirement planning, and estate planning, always prioritizing client needs and fostering enduring relationships built on trust and transparency. Mark's data-driven approach, combined with a genuine understanding of personal financial aspirations, makes him a valuable partner in navigating the complexities of wealth management. Outside the office, Mark exercises his strategic mind as an expert at competitive bridge.
"
ADV_103,Victor Carlisle,Gaming Wealth Lead,Advisor,All,UNLV,CPWA,I was once a professional poker player.,Casino Executive Wealth,LOC_NV_01,"UNLV, Nevada","Silas Staton, CPWA, is a financial advisor dedicated to providing comprehensive wealth management strategies, with a particular focus on the unique needs of casino executives. Having earned his degree from UNLV, Silas understands the intricacies of the gaming industry and the complex financial landscapes its leaders navigate. He leverages his expertise to build tailored investment portfolios, retirement plans, and estate planning solutions that secure long-term financial success for his clients. Silas believes in fostering strong, trusting relationships built on transparency and a deep understanding of individual goals. Interestingly, before entering finance, Silas honed his strategic thinking as a professional poker player.
"
ADV_104,Stella Barrington,HNW Specialist,Advisor,All,UNR,CFP,I have hiked the entire length of the PCT.,Legacy Planning,LOC_NV_02,"UNR, Reno","Rosalind ""Rose"" Deserly, CFP®, is a dedicated financial advisor specializing in legacy planning. A graduate of UNR, Rose is passionate about helping individuals and families build lasting legacies that reflect their values and achieve their long-term financial goals. With a comprehensive approach, she crafts personalized strategies for wealth transfer, charitable giving, and estate planning, ensuring her clients' wishes are honored for generations to come. Rose is committed to providing insightful guidance and building trusting relationships based on integrity and understanding. Outside of finance, Rose brings the same dedication and planning to her personal pursuits; she has hiked the entire length of the Pacific Crest Trail!
"
ADV_105,Lawrence Harrington,Senior Planner,Advisor,All,Dartmouth College,CFP,I am a competitive mountain unicyclist.,Trust & Estate,LOC_NH_01,"Dartmouth, NH","Grant Stanton, CFP®, is a dedicated financial advisor specializing in trust and estate planning. With a client-centric approach, Grant develops tailored strategies to help individuals and families build, manage, and transfer wealth effectively. His expertise encompasses navigating complex estate laws, minimizing tax implications, and ensuring a smooth transition for future generations. A graduate of Dartmouth College, Grant combines a strong educational foundation with years of practical experience to deliver sound, reliable advice. Beyond finance, Grant embraces challenges in the mountains, where he competes as a mountain unicyclist. This dedication and focus translate directly into his commitment to achieving financial success for his clients.
"
ADV_106,Audrey Thornton,Retail Lead,Advisor,All,UNH,Series 7,I have a collection of 200+ vintage maple syrup tins.,Small Business Loans,LOC_NH_02,"UNH, Manchester","Quincy Cityman is a seasoned financial advisor dedicated to empowering small businesses. With a strong foundation in finance from the University of New Hampshire, Quincy specializes in navigating the complexities of small business loans. He leverages his Series 7 accreditation and deep market understanding to secure optimal financing solutions, helping entrepreneurs realize their growth ambitions. Quincy is committed to building long-term relationships based on trust and delivering personalized strategies tailored to each client’s unique needs. Beyond finance, Quincy enjoys preserving a piece of Americana through his collection of over 200 vintage maple syrup tins.
"
ADV_107,Franklin Davenport,Culture Wealth Lead,Advisor,All,UNM,CFA,I am a professional-level flamenco guitarist.,Non-Profit Management,LOC_NM_01,"UNM, NewMexico","Zian ""Zia"" Sunman, CFA, is a dedicated financial advisor committed to empowering clients to achieve their financial goals with clarity and confidence. Drawing upon a strong foundation from the University of New Mexico, Zia specializes in providing tailored strategies to individuals and organizations, with a particular expertise in non-profit management. She understands the unique challenges and opportunities within the sector, enabling her to offer insightful guidance on financial planning, investment management, and endowment strategies. Zia believes in building lasting relationships based on trust and transparency, helping her clients navigate the complexities of the financial landscape. Outside of finance, Zia expresses her creativity as a professional-level flamenco guitarist.
"
ADV_108,Rose Hawthorne,Branch Lead,Advisor,All,NMSU,Series 63,I am an amateur hot air balloon pilot.,Personal Banking,LOC_NM_02,"NMSU, Balloon","Sandford Peakman is a seasoned financial advisor dedicated to providing personalized banking solutions tailored to each client's unique needs. With a strong foundation built at NMSU, Sandford leverages his expertise to guide individuals and families towards achieving their financial goals. He holds the Series 63 accreditation, demonstrating his commitment to upholding the highest standards of professional conduct and ethical practices. Sandford believes in fostering lasting relationships built on trust and transparency, ensuring clients feel empowered to make informed financial decisions. Outside of the office, Sandford enjoys a unique passion: he's an amateur hot air balloon pilot, always reaching for new heights.
"
ADV_109,Clifford Wakefield,Market Strategist,Advisor,All,NYU Stern,CFA,I have visited every subway station in NYC.,Equities Strategy,LOC_NY_01,"NYU, Market","Emery Stateman, CFA, is a seasoned financial advisor specializing in Equities Strategy. Drawing upon a rigorous education from NYU Stern School of Business, Emery develops and implements customized investment strategies designed to help clients achieve their financial goals. With a deep understanding of market dynamics and a commitment to long-term growth, Emery guides individuals and families through the complexities of equity investments with clarity and confidence. Beyond the financial world, Emery is a New York City enthusiast with a unique accomplishment: having visited every subway station in the five boroughs. This dedication and attention to detail translate to a commitment to understanding each client's unique financial landscape.
"
ADV_110,Daisy Livingston,Aviation Lead,Advisor,All,NC State,CIMA,I am a competitive kite-boarder.,Aviation Wealth,LOC_NC_01,"NCState, Aviation","Franklin Wrightman, CIMA, is a dedicated financial advisor with a passion for helping clients achieve their financial goals. Holding a degree from NC State University, Franklin brings a wealth of knowledge and experience to his practice. He specializes in Aviation Wealth, catering to the unique financial needs of pilots, aviation professionals, and aircraft owners. With a focus on long-term strategic planning, Franklin provides comprehensive guidance on investment management, retirement planning, and estate planning. He is committed to building lasting relationships with his clients, providing personalized service and expert advice. Outside of finance, Franklin is a competitive kite-boarder, demonstrating his drive and commitment to excellence in all aspects of life.
"
ADV_111,Reginald Ainsworth,Investment Lead,Advisor,All,Davidson College,CFA,I have a collection of first-edition poetry books.,Portfolio Design,LOC_NC_02,"Davidson, Charlotte","Quentin Queenly, CFA, is a seasoned financial advisor dedicated to helping clients achieve their financial goals through expertly crafted portfolio designs. Leveraging a foundation built at Davidson College, Quentin combines rigorous financial analysis with a personalized approach, ensuring each portfolio reflects individual needs and aspirations. With a commitment to long-term growth and risk management, he empowers clients to navigate the complexities of the market with confidence. Beyond finance, Quentin is a passionate collector of first-edition poetry books, finding inspiration in the timeless wisdom and diverse perspectives found within their pages.
"
ADV_112,Ivy Rutherford,Energy Lead,Advisor,All,NDSU,AFIS,I have a world-record collection of antique spurs.,Mineral Rights Finance,LOC_ND_01,"NDSU, Energy","Rufus Riderman is a seasoned financial advisor specializing in the unique landscape of Mineral Rights Finance. With a comprehensive understanding of the energy sector and investment strategies, Rufus helps clients navigate the complexities of mineral asset management, royalties, and acquisitions. A graduate of NDSU, Rufus combines academic rigor with practical experience to deliver tailored solutions for individuals and businesses alike. He holds the AFIS accreditation, demonstrating a commitment to excellence and ethical practice. Beyond the financial world, Rufus enjoys history and collecting – in fact, he holds a world-record collection of antique spurs.
"
ADV_113,Theodore Ashworth,Wealth Lead,Advisor,All,UND,CFP,I am an expert at competitive curling.,Retirement Planning,LOC_ND_02,"UND, NorthDakota","Redmond Riverly, CFP, is a dedicated financial advisor specializing in retirement planning. With a foundation built upon his education at the University of North Dakota, Redmond provides clients with comprehensive strategies to secure their financial futures. He expertly navigates the complexities of retirement, offering personalized guidance on investments, estate planning, and income management. Redmond is passionate about empowering individuals to achieve their long-term financial goals through thoughtful and strategic planning. Outside of the office, Redmond enjoys a unique pursuit; he is an expert at competitive curling, bringing a strategic mind and focused approach to both the ice and his client's portfolios.
"
ADV_114,Luna Beaumont,Senior Partner,Advisor,All,Ohio State,CFP,I have attended the last 20 Ohio State vs Michigan games.,Legacy Strategy,LOC_OH_01,"OSU, Ohio","Buckley Stateman, CFP, is dedicated to helping clients build and preserve lasting financial legacies. With a strong foundation built upon his education at Ohio State University, Buckley specializes in Legacy Strategy, guiding individuals and families through complex financial planning to ensure their values and assets are transferred effectively and efficiently across generations. He takes a personalized approach, understanding each client's unique goals and crafting tailored solutions to achieve long-term financial security. When he's not immersed in financial planning, you can find Buckley cheering on his alma mater; he has proudly attended the last 20 Ohio State vs. Michigan games.
"
ADV_115,Ava Sterling,Music Lead,Advisor,All,Case Western,CFA,I play lead guitar in a 70s cover band.,Entertainment Royalties,LOC_OH_02,"CWRU, Music","Rockwell ""Rocky"" Hallman, CFA, is a seasoned financial advisor dedicated to providing tailored wealth management solutions. A graduate of Case Western, Rocky specializes in navigating the complexities of entertainment royalties, assisting artists and rights holders in optimizing their financial futures. With years of experience, he develops personalized strategies to protect and grow his clients' assets, ensuring long-term financial security. Rocky combines analytical rigor with a client-focused approach, building trust and delivering exceptional service. Beyond finance, Rocky channels his passion for music as the lead guitarist in a 70s cover band.
"
ADV_116,Owen Hayes,Oil Wealth Lead,Advisor,All,University of Oklahoma,CFA,I am an amateur rodeo clown on the weekends.,Energy Sector Wealth,LOC_OK_01,"OU, Oklahoma","Boomer Soonerman, CFA, is a dedicated financial advisor specializing in wealth management strategies for individuals and families within the energy sector. A proud graduate of the University of Oklahoma, Boomer leverages a deep understanding of the industry's unique financial landscape to provide tailored solutions designed to maximize growth and minimize risk. With a client-focused approach, Boomer is committed to building long-term relationships founded on trust and transparency, ensuring your financial goals are strategically pursued. Beyond the office, Boomer embraces the adventurous spirit of the Southwest as an amateur rodeo clown on the weekends.
"
ADV_117,Mia Harrison,Service Lead,Advisor,All,University of Tulsa,Series 6,I have a collection of rare 1920s gas station signs.,Consumer Banking,LOC_OK_02,"Tulsa, OK","Golden ""Goldie"" Hurricanly is a dedicated financial advisor with a passion for helping individuals navigate the complexities of consumer banking and achieve their financial goals. A graduate of the University of Tulsa, Goldie brings a wealth of knowledge and a client-centered approach to every interaction. Holding a Series 6 accreditation, Goldie is committed to providing sound financial advice tailored to each client's unique circumstances. With a focus on building long-term relationships, Goldie empowers clients to make informed decisions and secure their financial future. Outside of the financial world, Goldie enjoys collecting rare 1920s gas station signs, a testament to a passion for preserving history and unique finds.
"
ADV_118,Leo Maxwell,Coastal Lead,Advisor,All,Oregon State,CFA,I have surfed on four different continents.,Sustainable Investing,LOC_OR_01,"OSU, Oregon","Beau Stateman, CFA, is a financial advisor dedicated to helping clients achieve their financial goals through sustainable and responsible investing. Educated at Oregon State University, Beau possesses a deep understanding of financial markets and a passion for aligning investments with personal values. With years of experience crafting tailored financial strategies, he empowers individuals and families to build a secure future while positively impacting the planet. Beau's expertise encompasses ESG analysis, impact investing, and integrating sustainability considerations into overall portfolio construction. Outside of finance, Beau embraces adventure and has surfed on four different continents.
"
ADV_119,Chloe Bennett,Private Client Lead,Advisor,All,Reed College,CFP,I am a certified master gardener.,High Net Worth,LOC_OR_02,"Reed, Portland","Roscoe Cityman, CFP®, is a seasoned financial advisor specializing in wealth management strategies for high-net-worth individuals and families. With a foundation built upon a rigorous education at Reed College, Roscoe brings a comprehensive and analytical approach to navigating complex financial landscapes. His deep understanding of investment strategies, estate planning, and risk management allows him to craft bespoke solutions tailored to each client's unique goals and circumstances. Roscoe is committed to providing personalized service, fostering long-term relationships built on trust and transparency. Outside of finance, Roscoe finds peace and purpose in cultivating growth as a certified master gardener.
"
ADV_120,Ethan Carter,Capital Lead,Advisor,All,Penn State,CFA,I am a civil war reenactor in my spare time.,Institutional Planning,LOC_PA_01,"PSU, Pennsylvania","Keyton Stateman, CFA, is a seasoned financial advisor specializing in institutional planning. With a strong foundation built upon his education at Penn State, Keyton leverages his expertise to guide organizations toward their long-term financial goals. He is adept at developing and implementing sophisticated investment strategies tailored to the unique needs of each institution, navigating complex financial landscapes with precision and insight. Keyton is committed to providing clear, actionable advice, empowering clients to make informed decisions and achieve sustainable growth. In his spare time, Keyton enjoys delving into history as a Civil War reenactor, a pursuit reflecting his dedication to understanding the past to better navigate the future.
"
ADV_121,Sophia Parker,Wealth Lead,Advisor,All,University of Pennsylvania,CPWA,I can bake a perfect Philly pretzel from scratch.,Intergenerational Wealth,LOC_PA_02,"UPenn, Philly","Lambert Bellman is a seasoned financial advisor dedicated to helping families build and sustain wealth across generations. With a deep understanding of complex financial landscapes, Lambert specializes in intergenerational wealth transfer strategies, guiding clients through estate planning, investment management, and philanthropic endeavors to secure their legacies. He holds a degree from the University of Pennsylvania and is a Certified Private Wealth Advisor (CPWA). Lambert believes in building strong, lasting relationships with his clients, offering tailored solutions with a personal touch. Outside of finance, Lambert enjoys honing his culinary skills, and can bake a perfect Philly pretzel from scratch!
"
ADV_122,Noah Sullivan,Maritime Lead,Advisor,All,URI,CFA,I have won the Newport to Bermuda sailing race.,Maritime Finance,LOC_RI_02,"URI, Sailing","Ocean Stateman, CFA, is a seasoned financial advisor dedicated to navigating clients toward financial success. A graduate of the University of Rhode Island, Ocean specializes in Maritime Finance, leveraging in-depth knowledge of the industry to provide tailored investment strategies and comprehensive financial planning for individuals and businesses involved in maritime ventures. With a commitment to building lasting relationships, Ocean provides personalized guidance to help clients achieve their long-term financial goals. Beyond finance, Ocean's passion for the sea extends to competitive sailing, as demonstrated by winning the prestigious Newport to Bermuda race.
"
ADV_123,Isabella Reed,Senior Planner,Advisor,All,Clemson University,CFP,I have a collection of vintage palmetto hats.,Retirement Strategy,LOC_SC_01,"Clemson, SC","Palmer Stateman, CFP, is a dedicated financial advisor committed to guiding individuals towards a secure and fulfilling retirement. With a strong foundation in finance from Clemson University, Palmer specializes in crafting personalized retirement strategies that align with each client's unique goals and aspirations. He believes in a comprehensive approach, considering all aspects of financial well-being to develop robust and sustainable plans. Palmer's passion for financial planning is matched only by his unique hobby – he's an avid collector of vintage palmetto hats.
"
ADV_124,Jackson Peterson,Coastal Lead,Advisor,All,College of Charleston,RICP,I am an expert at professional-level shrimping.,Real Estate Finance,LOC_SC_02,"Charleston, Coastal","Lowell Countryman, RICP, is a seasoned financial advisor dedicated to helping clients achieve their financial goals with clarity and confidence. With a strong foundation in Real Estate Finance earned at the College of Charleston, Lowell brings a unique perspective to wealth management, particularly for those investing in or planning for real estate ventures. His expertise encompasses retirement planning, investment strategies, and risk management, all tailored to individual needs and aspirations. Lowell's approach is built on trust, transparency, and a commitment to long-term partnerships. Outside of finance, Lowell enjoys the Lowcountry lifestyle and is, surprisingly, an expert at professional-level shrimping!
"
ADV_125,Amelia Stewart,Music Wealth Lead,Advisor,All,Vanderbilt University,CFA,I have a custom-built recording studio in my basement.,IP & Royalty Rights,LOC_TN_01,"Vandy, Nashville","Vaughn Teerman, CFA, is a seasoned financial advisor dedicated to helping clients navigate the complexities of wealth management with personalized strategies. A graduate of Vanderbilt University, Vaughn specializes in providing tailored financial solutions with a particular focus on Intellectual Property (IP) and Royalty Rights. His deep understanding of these unique assets allows him to create bespoke plans for creators, investors, and rights holders alike, maximizing their financial potential. Vaughn combines data-driven analysis with a client-first approach, building long-term relationships based on trust and transparency. Outside of the office, Vaughn's passion for creativity extends to his home life, where he enjoys composing and recording music in his custom-built basement studio.
"
ADV_126,Liam Griffin,Service Lead,Advisor,All,Rhodes College,Series 7,I have a collection of 50+ vintage harmonicas.,Retail Strategy,LOC_TN_02,"Rhodes, Memphis","Blaine Shuman is a seasoned financial advisor dedicated to guiding individuals and families towards their financial goals. Backed by a strong foundation from Rhodes College, Blaine specializes in developing comprehensive retail strategies tailored to each client's unique circumstances and aspirations. With a Series 7 accreditation, he provides expert advice on investments, retirement planning, and wealth management, always prioritizing clarity and transparency. Blaine believes in fostering lasting relationships built on trust and open communication, ensuring clients feel empowered to make informed decisions. Outside of finance, Blaine nurtures a passion for music and possesses a collection of over 50 vintage harmonicas!
"
ADV_127,Harper Murphy,Senior Partner,Advisor,All,UT Austin,CFP,I have a championship belt from a BBQ cook-off.,Legacy Planning,LOC_TX_01,"UTAustin, Texas","Lonnie Stateman, CFP®, is a dedicated financial advisor specializing in Legacy Planning. With a foundation built upon a degree from UT Austin, Lonnie is committed to helping clients build and preserve their wealth for generations to come. His comprehensive approach focuses on understanding your unique values and aspirations, crafting tailored strategies to ensure your financial legacy reflects your vision. Lonnie combines financial expertise with a genuine desire to empower families to achieve lasting security and peace of mind. Outside of the office, Lonnie enjoys the art of BBQ and proudly boasts a championship belt from a local cook-off.
"
ADV_128,Aiden Russell,Energy Lead,Advisor,All,SMU,CFA,I have a world-class collection of cowboy boots.,Oil & Gas Wealth,LOC_TX_02,"SMU, Dallas","Dallas Biggs, CFA, is a seasoned financial advisor specializing in wealth management strategies tailored for the unique needs of the oil and gas industry. A graduate of SMU, Dallas brings a deep understanding of the energy sector and its impact on financial planning. He leverages his expertise to help clients navigate complex market dynamics, optimize investment portfolios, and achieve long-term financial security. With a commitment to personalized service and a proven track record, Dallas empowers clients to make informed decisions and build lasting wealth. Beyond finance, Dallas has a passion for Western culture, reflected in his world-class collection of cowboy boots.
"
ADV_129,Evelyn Coleman,Sustainable Lead,Advisor,All,UVM,CSRIC,I have maple-syruped my own trees for 20 years.,ESG Investing,LOC_VT_01,"UVM, Vermont","Greyson Mountain is a dedicated financial advisor committed to aligning investments with clients' values. Graduating from UVM, Greyson specializes in Environmental, Social, and Governance (ESG) investing, helping individuals and families build portfolios that generate strong returns while making a positive impact on the world. Holding the CSRIC accreditation, Greyson possesses a deep understanding of sustainable and responsible investing strategies. With a client-centered approach, Greyson provides tailored advice and comprehensive financial planning services. Beyond the world of finance, Greyson has a passion for nature and Vermont traditions; he has been maple-syruping his own trees for 20 years.
"
ADV_130,Benjamin Jenkins,Ranch Wealth Lead,Advisor,All,University of Wyoming,AFIS,I can rope a steer in under 10 seconds.,Ranch Succession Planning,LOC_WY_02,"Wyoming, Cowboy","Caleb Stateman is a dedicated financial advisor specializing in Ranch Succession Planning. Rooted in the values of hard work and integrity, Caleb helps ranching families across the region navigate the complexities of preserving their legacy for future generations. A graduate of the University of Wyoming, he combines his strong financial acumen with a deep understanding of the unique challenges faced by agricultural businesses. Caleb holds the AFIS accreditation, demonstrating his commitment to serving the specific needs of the farm and ranch community. Beyond the office, Caleb's passion for ranching runs deep. In fact, he can rope a steer in under 10 seconds!
"
